Goals Porto - Braga,Goals Boavista - Porto,Goals Porto - Marítimo,Goals Sporting - Porto,Goals Porto - Gil Vicente,Goals Paços - Porto,Goals Porto - Portimonense,Goals Santa Clara - Porto,Goals Porto - Tondela,Goals Porto - Nacional,Goals V. Guimarães - Porto,Goals Porto - Moreirense,Goals Famalicão - Porto,Goals Porto - Benfica,Goals Farense - Porto,Goals Porto - Rio Ave,Goals Belenenses - Porto,Goals Braga - Porto,Goals Porto - Boavista,Goals Marítimo - Porto,Goals Porto - Sporting,Goals Porto - Gil Vicente,Goals Porto - Paços,Goals Portimonense - Porto,Goals Porto - Santa Clara,Goals Tondela - Porto
2,2,0,1,2,0,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2
