Goals Gil Vicente - Sporting,Goals Paços - Sporting,Goals Portimonense - Sporting,Goals Porto - Sporting,Goals Santa Clara - Sporting,Goals Sporting - Tondela,Goals V. Guimarães - Sporting,Goals Sporting - Moreirense,Goals Famalicão - Sporting,Goals Sporting - Farense,Goals Belenenses - Sporting,Goals Sporting - Braga,Goals Nacional - Sporting,Goals Sporting - Rio Ave,Goals Boavista - Sporting,Goals Sporting - Benfica,Goals Marítimo - Sporting,Goals Gil Vicente - Sporting,Goals Sporting - Paços,Goals Sporting - Portimonense,Goals Porto - Sporting,Goals Sporting - Santa Clara,Goals Tondela - Sporting,Goals Sporting - V. Guimarães,Goals Moreirense - Sporting,Goals Sporting - Famalicão
2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1
