Goals Famalicão - Benfica,Goals Benfica - Moreirense,Goals Benfica - Farense,Goals Rio Ave - Benfica,Goals Benfica - Belenenses,Goals Boavista - Benfica,Goals Benfica - Braga,Goals Marítimo - Benfica,Goals Benfica - Paços,Goals Gil Vicente - Benfica,Goals Benfica - Portimonense,Goals Santa Clara - Benfica,Goals Benfica - Tondela,Goals Porto - Benfica,Goals Benfica - Nacional,Goals Sporting - Benfica,Goals Benfica - V. Guimarães,Goals Benfica - Famalicão,Goals Moreirense - Benfica,Goals Farense - Benfica,Goals Benfica - Rio Ave,Goals Belenenses - Benfica,Goals Benfica - Boavista,Goals Braga - Benfica,Goals Benfica - Marítimo,Goals Benfica - Paços
2,2,2,2,2,2,0,2,2,2,2,1,2,1,1,0,1,2,1,1,2,2,2,2,2,2
